"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-22","41","17","36"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-23","55","21","51"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-24","55","40","50"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-25","61","32","58"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-26","72","34","61"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-27","79","41","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-28","80","62","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-29","75","52","52"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-30","62","44","44"
"USC00335747","NEWARK WATER WORKS, OH US","1989-03-31","44","32","35"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-01","43","31","40"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-02","51","36","46"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-03","64","44","62"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-04","62","54","56"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-05","56","42","47"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-06","49","32","42"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-07","49","34","46"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-08","46","33","38"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-09","44","31","40"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-10","40","24","38"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-11","43","23","42"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-12","55","23","53"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-13","53","32","47"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-14","63","25","61"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-15","61","46","51"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-16","65","29","63"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-17","73","38","69"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-18","69","43","43"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-19","55","35","52"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-20","65","31","62"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-21","65","44","60"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-22","60","38","54"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-23","61","29","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-24","69","29","68"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-25","68","39","62"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-26","74","56","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-27","75","46","68"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-28","68","46","54"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-29","71","50","69"
"USC00335747","NEWARK WATER WORKS, OH US","1989-04-30","69","48","65"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-01","65","46","52"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-02","58","42","48"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-03","57","35","57"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-04","68","33","65"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-05","65","53","55"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-06","55","38","43"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-07","49","31","47"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-08","60","38","58"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-09","58","47","50"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-10","52","48","48"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-11","57","46","54"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-12","54","42","49"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-13","53","46","52"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-14","65","47","62"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-15","63","50","51"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-16","65","44","62"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-17","77","45","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-18","81","46","80"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-19","80","53","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-20","76","59","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-21","75","48","73"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-22","75","51","63"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-23","63","53","55"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-24","78","53","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-25","81","56","80"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-26","80","65","78"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-27","78","57","64"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-28","71","43","70"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-29","76","47","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-30","86","66","83"
"USC00335747","NEWARK WATER WORKS, OH US","1989-05-31","86","70","84"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-01","89","67","86"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-02","86","66","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-03","82","57","66"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-04","73","62","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-05","72","54","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-06","75","48","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-07","75","56","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-08","79","53","76"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-09","78","62","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-10","77","53","63"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-11","73","49","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-12","78","54","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-13","77","65","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-14","74","61","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-15","72","61","67"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-16","67","58","63"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-17","74","50","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-18","74","50","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-19","75","57","65"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-20","77","62","76"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-21","76","66","70"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-22","80","63","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-23","86","64","84"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-24","89","64","84"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-25","89","67","81"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-26","91","67","88"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-27","89","68","68"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-28","80","67","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-29","79","52","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-06-30","80","50","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-01","84","54","81"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-02","81","64","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-03","80","63","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-04","74","67","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-05","83","67","81"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-06","87","65","85"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-07","90","66","85"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-08","85","62","84"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-09","85","68","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-10","92","72","90"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-11","95","72","70"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-12","83","67","76"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-13","80","65","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-14","78","60","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-15","78","53","76"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-16","78","62","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-17","82","51","78"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-18","83","56","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-19","80","63","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-20","80","68","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-21","85","62","83"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-22","86","68","84"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-23","88","66","85"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-24","89","68","85"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-25","86","71","83"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-26","87","70","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-27","85","69","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-28","80","68","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-29","79","56","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-30","75","60","67"
"USC00335747","NEWARK WATER WORKS, OH US","1989-07-31","77","60","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-01","79","62","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-02","83","58","82"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-03","87","63","84"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-04","86","71","78"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-05","88","70","73"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-06","83","67","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-07","79","55","66"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-08","70","47","69"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-09","76","49","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-10","79","52","76"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-11","81","56","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-12","80","53","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-13","80","58","78"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-14","83","58","80"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-15","83","59","80"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-16","80","63","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-17","77","61","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-18","75","59","64"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-19","75","61","73"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-20","78","59","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-21","82","71","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-22","77","69","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-23","84","69","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-24","74","65","68"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-25","82","59","76"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-26","83","61","76"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-27","84","63","78"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-28","85","62","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-29","83","71","81"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-30","81","67","78"
"USC00335747","NEWARK WATER WORKS, OH US","1989-08-31","85","56","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-01","79","68","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-02","74","64","70"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-03","74","48","70"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-04","76","54","73"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-05","82","59","78"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-06","82","62","79"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-07","83","66","77"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-08","85","67","81"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-09","86","67","82"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-10","82","68","68"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-11","77","64","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-12","78","61","72"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-13","80","55","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-14","80","55","62"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-15","66","60","64"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-16","70","60","64"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-17","70","52","66"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-18","73","49","67"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-19","75","52","69"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-20","78","52","74"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-21","82","60","78"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-22","78","64","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-23","71","41","49"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-24","59","36","55"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-25","65","37","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-26","62","47","54"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-27","60","36","56"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-28","70","34","64"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-29","72","46","65"
"USC00335747","NEWARK WATER WORKS, OH US","1989-09-30","71","51","60"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-01","63","54","63"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-02","77","57","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-03","71","49","55"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-04","56","33","52"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-05","65","33","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-06","63","53","55"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-07","55","36","50"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-08","52","35","45"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-09","55","30","46"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-10","56","37","52"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-11","67","34","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-12","76","43","69"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-13","79","47","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-14","83","54","75"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-15","79","53","71"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-16","75","52","70"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-17","70","50","50"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-18","50","42","42"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-19","43","33","40"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-20","40","35","35"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-21","45","33","43"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-22","59","30","49"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-23","68","30","57"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-24","72","41","63"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-25","73","41","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-26","73","41","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-27","75","39","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-28","75","37","55"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-29","75","35","53"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-30","73","35","55"
"USC00335747","NEWARK WATER WORKS, OH US","1989-10-31","61","44","44"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-01","52","33","42"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-02","53","33","43"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-03","43","32","32"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-04","46","24","44"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-05","63","31","61"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-06","64","44","44"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-07","58","34","48"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-08","56","44","56"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-09","57","40","43"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-10","45","38","38"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-11","60","29","57"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-12","60","32","40"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-13","71","32","59"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-14","64","41","58"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-15","68","54","54"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-16","56","30","30"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-17","34","21","33"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-18","35","24","24"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-19","42","18","42"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-20","59","41","48"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-21","48","26","26"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-22","30","23","28"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-23","32","21","26"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-24","39","20","34"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-25","45","31","44"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-26","51","33","34"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-27","57","31","57"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-28","64","35","35"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-29","35","23","26"
"USC00335747","NEWARK WATER WORKS, OH US","1989-11-30","39","23","29"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-01","45","23","29"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-02","42","23","30"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-03","30","19","21"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-04","28","18","28"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-05","40","27","35"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-06","44","28","38"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-07","38","20","24"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-08","28","20","22"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-09","33","11","25"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-10","29","21","29"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-11","32","28","28"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-12","28","20","21"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-13","24","9","18"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-14","23","13","14"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-15","16","9","9"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-16","9","-2","3"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-17","8","-16","4"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-18","17","-13","7"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-19","21","-2","13"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-20","17","5","8"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-21","9","-3","-3"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-22","4","-17","-5"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-23","15","-16","5"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-24","13","-16","9"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-25","19","8","19"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-26","28","11","12"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-27","26","11","26"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-28","30","25","27"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-29","39","13","35"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-30","38","33","37"
"USC00335747","NEWARK WATER WORKS, OH US","1989-12-31","48","33","33"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-01","33","29","30"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-02","39","23","31"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-03","43","28","43"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-04","55","42","44"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-05","44","29","29"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-06","40","27","29"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-07","44","20","34"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-08","45","21","36"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-09","49","28","46"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-10","46","33","33"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-11","45","31","38"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-12","38","23","24"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-13","31","22","26"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-14","39","20","39"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-15","50","37","43"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-16","55","31","53"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-17","56","34","56"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-18","58","35","36"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-19","36","24","33"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-20","39","31","39"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-21","47","34","34"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-22","42","34","38"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-23","46","24","44"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-24","56","39","39"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-25","58","33","36"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-26","36","26","30"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-27","56","23","52"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-28","53","32","32"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-29","34","30","32"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-30","41","21","32"
"USC00335747","NEWARK WATER WORKS, OH US","1990-01-31","50","22","35"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-01","44","26","43"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-02","55","35","35"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-03","40","30","39"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-04","39","26","27"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-05","39","26","35"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-06","51","24","43"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-07","46","38","44"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-08","60","29","53"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-09","56","48","48"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-10","48","33","33"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-11","41","28","39"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-12","44","23","41"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-13","67","39","62"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-14","62","32","33"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-15","56","33","55"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-16","64","42","42"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-17","43","26","28"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-18","48","18","43"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-19","44","31","33"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-20","37","18","30"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-21","54","17","45"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-22","67","33","63"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-23","63","30","30"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-24","31","20","21"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-25","21","7","12"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-26","30","-1","29"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-27","44","29","38"
"USC00335747","NEWARK WATER WORKS, OH US","1990-02-28","38","25","29"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-01","44","16","35"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-02","51","22","43"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-03","43","25","30"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-04","39","19","34"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-05","54","26","46"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-06","47","31","34"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-07","48","17","41"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-08","55","30","47"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-09","62","46","56"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-10","65","34","58"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-11","74","53","67"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-12","76","53","71"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-13","77","58","71"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-14","79","50","71"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-15","79","50","72"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-16","73","55","56"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-17","56","48","50"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-18","50","36","44"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-19","44","32","32"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-20","37","22","33"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-21","53","23","48"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-22","65","36","55"
"USC00335747","NEWARK WATER WORKS, OH US","1990-03-23","55","37","37"
